platform,post_type,topic,day_of_week,is_weekend,post_hour,followers,hashtags_count,caption_length,sentiment,likes,comments,shares,engagement_rate
LinkedIn,Text,Fashion,Thursday,0,21,103799,8,71,Negative,1458,115,209,1.717
TikTok,Carousel,Tech,Wednesday,0,17,380999,26,184,Negative,5794,837,1378,2.102
Instagram,Story,Travel,Monday,0,11,101345,21,508,Neutral,1630,273,272,2.146
Facebook,Video,Travel,Monday,0,3,396802,4,33,Negative,4411,779,663,1.475
Facebook,Carousel,Travel,Saturday,1,2,496964,23,432,Positive,3229,429,760,0.889
LinkedIn,Story,Tech,Monday,0,6,388314,22,317,Positive,4983,848,1174,1.804
TikTok,Text,Fashion,Saturday,1,5,85375,14,80,Negative,1150,188,72,1.652
TikTok,Carousel,Tech,Sunday,1,5,71622,4,82,Neutral,2444,350,190,4.167
YouTube,Video,Food,Thursday,0,9,218844,14,588,Neutral,6935,839,389,3.73
TikTok,Image,Entertainment,Wednesday,0,1,275741,18,28,Positive,6280,419,776,2.711
Facebook,Image,Fashion,Saturday,1,7,389282,4,23,Positive,9273,957,1888,3.113
Instagram,Image,Fitness,Sunday,1,20,211642,10,19,Negative,5580,635,1535,3.662
LinkedIn,Reel,Tech,Monday,0,20,83948,21,380,Negative,1538,196,458,2.611
YouTube,Text,Travel,Sunday,1,0,495747,17,556,Negative,5389,1003,519,1.394
YouTube,Carousel,Entertainment,Sunday,1,16,452325,30,111,Neutral,3724,318,450,0.993
Facebook,Reel,Food,Monday,0,23,327207,6,479,Neutral,6159,867,1295,2.543
Facebook,Image,Fashion,Monday,0,13,347882,24,434,Positive,3354,685,557,1.321
Instagram,Video,Travel,Saturday,1,9,467633,13,145,Positive,15307,2236,2444,4.274
Instagram,Carousel,Fashion,Monday,0,11,237694,6,51,Neutral,8683,738,990,4.38
LinkedIn,Story,Entertainment,Friday,0,5,73102,29,297,Neutral,230,44,25,0.409
LinkedIn,Text,Business,Monday,0,9,303177,19,57,Positive,3811,394,509,1.555
Twitter,Story,Fitness,Friday,0,22,225711,16,77,Neutral,3162,225,723,1.821
Facebook,Video,Fitness,Tuesday,0,14,399976,9,285,Neutral,9222,1136,1841,3.05
TikTok,Story,Fitness,Monday,0,10,385917,27,491,Negative,2540,246,529,0.859
Twitter,Image,Business,Monday,0,2,235985,0,596,Negative,918,149,59,0.477
TikTok,Video,Travel,Tuesday,0,21,184244,3,380,Neutral,8807,780,1243,5.878
YouTube,Text,Entertainment,Thursday,0,3,211316,5,173,Neutral,1372,237,185,0.849
Facebook,Image,Food,Monday,0,17,316437,20,203,Negative,3892,282,1085,1.662
Facebook,Story,Tech,Saturday,1,7,318695,3,371,Negative,4225,838,798,1.839
YouTube,Story,Fitness,Friday,0,6,256095,24,112,Positive,3208,248,1126,1.789
LinkedIn,Text,Fitness,Wednesday,0,4,266173,6,315,Negative,2017,405,391,1.057
Facebook,Video,Entertainment,Sunday,1,9,495968,20,463,Positive,9723,770,2923,2.705
LinkedIn,Image,Food,Friday,0,16,127240,24,506,Neutral,1840,314,136,1.8
LinkedIn,Text,Food,Friday,0,9,87349,27,44,Positive,582,94,32,0.81
YouTube,Text,Travel,Tuesday,0,0,399683,9,180,Negative,3013,407,297,0.93
Facebook,Reel,Food,Friday,0,6,467706,2,160,Positive,12501,829,2132,3.306
YouTube,Text,Business,Thursday,0,3,304539,23,337,Negative,2286,302,104,0.884
YouTube,Image,Food,Sunday,1,9,201084,13,119,Positive,6814,902,354,4.013
Facebook,Image,Business,Thursday,0,21,174579,29,570,Positive,918,131,191,0.71
Instagram,Reel,Food,Friday,0,23,234262,5,551,Neutral,7604,1192,1739,4.497
LinkedIn,Image,Fashion,Wednesday,0,23,26701,17,206,Negative,439,89,79,2.272
Instagram,Story,Entertainment,Monday,0,2,264536,3,250,Positive,4723,847,91,2.14
Facebook,Image,Travel,Monday,0,11,135161,15,269,Positive,3577,510,914,3.7
Twitter,Reel,Fitness,Sunday,1,1,133050,0,35,Positive,1954,154,494,1.956
YouTube,Story,Fitness,Saturday,1,11,280396,23,534,Neutral,4413,359,889,2.019
YouTube,Carousel,Food,Wednesday,0,13,481846,18,469,Positive,13448,2072,1460,3.524
Instagram,Image,Entertainment,Friday,0,18,103327,3,206,Negative,2102,395,166,2.577
YouTube,Story,Food,Monday,0,8,455787,15,332,Positive,8732,999,944,2.342
Instagram,Video,Entertainment,Monday,0,0,259943,13,234,Negative,8528,649,1676,4.175
TikTok,Text,Travel,Thursday,0,10,486466,20,144,Negative,7517,775,790,1.867
YouTube,Story,Tech,Friday,0,10,191414,15,189,Negative,2921,363,814,2.141
YouTube,Reel,Tech,Sunday,1,14,498461,14,73,Negative,10729,1937,279,2.597
Facebook,Image,Entertainment,Saturday,1,2,330151,25,487,Negative,1981,298,233,0.761
YouTube,Reel,Travel,Tuesday,0,14,335065,16,396,Positive,10751,906,3002,4.375
Instagram,Image,Food,Saturday,1,9,281827,25,558,Neutral,4233,419,348,1.774
LinkedIn,Reel,Business,Thursday,0,17,226116,27,13,Negative,2601,170,322,1.368
Twitter,Text,Fitness,Saturday,1,23,262794,26,382,Neutral,1347,188,94,0.62
Facebook,Video,Fitness,Tuesday,0,5,425441,29,340,Negative,1335,187,73,0.375
Instagram,Carousel,Fitness,Monday,0,18,396278,21,377,Negative,7371,543,1819,2.456
TikTok,Image,Fashion,Monday,0,3,12390,17,593,Negative,168,19,42,1.846
Twitter,Story,Tech,Sunday,1,23,347462,16,240,Positive,7370,1421,1341,2.916
LinkedIn,Video,Business,Monday,0,11,417284,6,93,Neutral,13185,2105,575,3.802
Twitter,Video,Tech,Sunday,1,17,372197,25,17,Positive,4705,613,392,1.534
Twitter,Text,Business,Saturday,1,18,248894,21,300,Positive,4636,539,298,2.199
YouTube,Reel,Tech,Tuesday,0,14,168089,27,112,Positive,2763,499,78,1.987
Instagram,Text,Fashion,Sunday,1,9,336773,21,93,Neutral,5193,798,542,1.94
TikTok,Text,Fitness,Tuesday,0,18,332008,14,96,Neutral,9276,1868,1715,3.873
TikTok,Text,Fitness,Tuesday,0,11,187336,9,173,Negative,2036,161,613,1.5
Twitter,Story,Business,Friday,0,15,203471,30,78,Negative,435,40,89,0.277
Facebook,Carousel,Fitness,Wednesday,0,14,184627,22,296,Negative,2106,137,340,1.399
Instagram,Reel,Tech,Wednesday,0,11,22976,27,395,Positive,398,75,75,2.387
YouTube,Reel,Business,Tuesday,0,2,16342,18,180,Neutral,420,60,22,3.071
YouTube,Story,Fashion,Friday,0,7,41998,15,90,Negative,697,59,113,2.069
Facebook,Story,Tech,Monday,0,22,212182,1,347,Positive,3276,647,463,2.067
Instagram,Reel,Entertainment,Tuesday,0,12,255452,2,60,Neutral,11038,1929,286,5.188
Instagram,Video,Fashion,Thursday,0,15,204472,21,445,Negative,4166,382,727,2.58
Instagram,Reel,Travel,Thursday,0,6,477607,6,235,Negative,14835,2101,1380,3.835
TikTok,Reel,Travel,Friday,0,16,112783,2,251,Negative,3869,596,640,4.526
YouTube,Video,Business,Tuesday,0,11,196785,24,156,Neutral,4808,319,1208,3.219
Instagram,Reel,Tech,Friday,0,5,124037,19,176,Neutral,2677,453,684,3.075
TikTok,Video,Tech,Saturday,1,3,150224,3,96,Neutral,4174,386,786,3.559
Facebook,Text,Food,Wednesday,0,9,292277,15,339,Negative,1675,288,95,0.704
Twitter,Reel,Travel,Tuesday,0,13,155299,14,96,Neutral,2859,453,70,2.178
LinkedIn,Video,Business,Thursday,0,6,159226,0,411,Neutral,3003,506,93,2.262
TikTok,Carousel,Fitness,Friday,0,5,335578,18,161,Positive,8102,1429,1832,3.386
YouTube,Reel,Fashion,Monday,0,6,415210,12,343,Neutral,12177,956,1242,3.462
Instagram,Carousel,Entertainment,Thursday,0,7,106676,27,326,Positive,1451,173,384,1.882
Facebook,Story,Travel,Tuesday,0,17,56136,3,383,Neutral,607,104,148,1.531
Facebook,Image,Entertainment,Thursday,0,11,120120,26,457,Negative,656,66,85,0.672
Facebook,Reel,Entertainment,Sunday,1,11,289033,0,340,Negative,5709,826,295,2.363
YouTube,Reel,Tech,Thursday,0,3,479864,23,513,Neutral,9024,896,791,2.232
TikTok,Story,Travel,Saturday,1,13,80442,24,162,Negative,1086,89,143,1.639
Facebook,Image,Food,Wednesday,0,23,21862,12,453,Negative,285,40,65,1.784
YouTube,Story,Travel,Sunday,1,17,264356,8,212,Neutral,3611,592,791,1.889
Twitter,Carousel,Food,Saturday,1,10,495470,4,380,Negative,4436,637,1185,1.263
LinkedIn,Carousel,Travel,Sunday,1,7,276496,10,300,Neutral,6485,941,811,2.979
Twitter,Carousel,Travel,Saturday,1,8,462271,20,545,Negative,6390,775,1100,1.788
Instagram,Text,Fashion,Friday,0,0,321327,22,170,Neutral,3264,582,710,1.418
YouTube,Text,Food,Thursday,0,0,16285,5,316,Positive,230,34,35,1.833
Instagram,Carousel,Fashion,Sunday,1,18,213998,0,107,Positive,8237,1127,1128,4.903
Facebook,Image,Business,Saturday,1,20,385137,17,383,Negative,5975,691,725,1.919
Facebook,Story,Fitness,Wednesday,0,23,254982,18,31,Positive,3408,463,601,1.754
Facebook,Video,Food,Monday,0,15,97802,30,252,Negative,497,37,131,0.68
Instagram,Image,Food,Monday,0,22,90885,23,15,Positive,2160,315,226,2.972
Instagram,Text,Tech,Tuesday,0,9,331937,17,203,Neutral,5678,498,898,2.131
TikTok,Carousel,Food,Monday,0,6,231776,18,295,Neutral,6893,1266,1149,4.016
YouTube,Text,Entertainment,Tuesday,0,5,287279,20,205,Neutral,2494,466,588,1.235
Instagram,Story,Tech,Monday,0,5,186828,14,237,Positive,4523,552,298,2.876
Facebook,Image,Fashion,Sunday,1,17,169852,21,97,Positive,3936,652,251,2.849
LinkedIn,Video,Business,Monday,0,0,333232,6,431,Neutral,6158,987,1289,2.531
YouTube,Text,Travel,Friday,0,22,4377,25,479,Neutral,56,5,10,1.612
TikTok,Reel,Tech,Wednesday,0,18,217693,26,278,Negative,5498,864,604,3.2
TikTok,Text,Travel,Tuesday,0,9,185660,13,42,Neutral,4486,933,821,3.361
LinkedIn,Carousel,Business,Friday,0,16,389781,14,46,Positive,9343,694,2783,3.289
Twitter,Text,Food,Sunday,1,3,364343,15,408,Positive,3091,273,301,1.006
Facebook,Story,Food,Saturday,1,10,213283,25,558,Neutral,2139,303,314,1.292
YouTube,Carousel,Fitness,Sunday,1,2,131724,5,520,Neutral,2626,330,648,2.736
TikTok,Story,Fitness,Friday,0,2,118267,10,249,Negative,2636,366,214,2.719
Instagram,Reel,Entertainment,Friday,0,0,106022,19,303,Neutral,3233,456,506,3.957
TikTok,Video,Fashion,Tuesday,0,19,137207,21,106,Neutral,5513,892,523,5.049
Instagram,Video,Fashion,Saturday,1,17,380408,9,51,Positive,8866,680,2361,3.13
TikTok,Reel,Fashion,Saturday,1,21,23119,3,461,Positive,937,124,261,5.718
TikTok,Video,Fitness,Tuesday,0,23,13550,15,262,Negative,417,78,80,4.245
Instagram,Carousel,Travel,Wednesday,0,23,270189,19,303,Neutral,5472,558,438,2.394
Twitter,Video,Food,Friday,0,23,112115,23,212,Neutral,1858,235,249,2.089
Instagram,Text,Fitness,Monday,0,0,415525,0,194,Neutral,4821,305,720,1.407
LinkedIn,Video,Food,Saturday,1,18,376225,0,591,Positive,8831,909,2818,3.338
YouTube,Text,Fashion,Tuesday,0,17,384671,11,491,Neutral,5200,615,567,1.659
Instagram,Story,Travel,Monday,0,3,228785,17,417,Neutral,3643,424,648,2.061
Twitter,Reel,Travel,Wednesday,0,3,219175,0,239,Positive,3022,459,298,1.724
YouTube,Story,Food,Saturday,1,23,213079,5,435,Neutral,4293,633,770,2.673
Facebook,Image,Travel,Tuesday,0,21,98462,12,210,Neutral,2231,388,194,2.857
Instagram,Carousel,Entertainment,Thursday,0,7,283879,8,314,Positive,9449,1815,2132,4.719
Twitter,Video,Fashion,Saturday,1,1,431810,22,95,Neutral,5134,538,1591,1.682
LinkedIn,Story,Fashion,Monday,0,8,128687,1,428,Negative,1455,92,228,1.379
LinkedIn,Reel,Travel,Saturday,1,0,28862,27,45,Positive,308,58,63,1.488
Facebook,Video,Tech,Wednesday,0,16,282571,5,436,Negative,3934,465,1204,1.983
YouTube,Text,Fashion,Friday,0,9,199911,13,366,Neutral,3016,305,283,1.803
LinkedIn,Text,Travel,Tuesday,0,1,398828,30,49,Negative,608,54,160,0.206
Facebook,Carousel,Travel,Monday,0,23,428379,20,308,Positive,6445,977,764,1.911
YouTube,Carousel,Fitness,Saturday,1,19,475344,30,141,Negative,3459,327,402,0.881
YouTube,Image,Tech,Saturday,1,21,196891,0,290,Neutral,4989,416,740,3.121
Twitter,Carousel,Business,Sunday,1,23,450922,22,17,Negative,3937,559,1073,1.235
Instagram,Carousel,Travel,Friday,0,0,59378,2,435,Negative,1103,176,128,2.37
LinkedIn,Reel,Fashion,Thursday,0,18,186681,18,310,Positive,8076,796,1465,5.537
LinkedIn,Story,Food,Tuesday,0,18,133341,10,223,Positive,3587,583,597,3.575
Instagram,Reel,Fashion,Wednesday,0,18,461588,24,526,Positive,16448,1946,1837,4.383
LinkedIn,Image,Travel,Friday,0,6,300214,3,390,Neutral,4182,447,322,1.649
YouTube,Story,Travel,Wednesday,0,9,183245,27,369,Negative,929,111,246,0.702
Instagram,Carousel,Travel,Thursday,0,22,76441,14,96,Neutral,2315,207,686,4.197
TikTok,Carousel,Travel,Tuesday,0,1,391603,16,305,Positive,10717,1101,1410,3.378
Instagram,Story,Entertainment,Thursday,0,15,327640,17,423,Positive,6725,1208,822,2.672
TikTok,Story,Entertainment,Tuesday,0,19,426554,1,556,Neutral,10498,772,1544,3.004
Twitter,Image,Travel,Monday,0,19,219361,9,366,Negative,2536,513,467,1.603
Instagram,Carousel,Entertainment,Monday,0,14,75378,21,111,Positive,1638,141,541,3.078
YouTube,Reel,Business,Thursday,0,18,167527,29,410,Neutral,1725,185,234,1.28
Instagram,Text,Business,Wednesday,0,21,310227,30,54,Neutral,1760,229,83,0.668
LinkedIn,Video,Fashion,Monday,0,18,120842,16,194,Positive,2799,524,596,3.243
Facebook,Text,Travel,Thursday,0,2,35819,7,551,Negative,258,20,33,0.869
YouTube,Story,Food,Tuesday,0,5,411753,14,483,Negative,4914,416,1155,1.575
TikTok,Video,Tech,Monday,0,7,265500,14,542,Neutral,8680,1394,2282,4.654
TikTok,Reel,Tech,Monday,0,8,198638,12,217,Negative,6899,704,1282,4.473
Twitter,Reel,Fitness,Thursday,0,8,276646,11,412,Negative,5104,787,989,2.487
Twitter,Story,Food,Sunday,1,5,369370,26,423,Negative,1167,192,93,0.393
LinkedIn,Video,Business,Tuesday,0,16,1172,12,155,Positive,39,3,11,4.482
TikTok,Video,Fitness,Tuesday,0,2,220457,0,566,Positive,4452,775,538,2.615
YouTube,Text,Tech,Tuesday,0,18,127491,22,582,Neutral,983,72,291,1.056
Instagram,Text,Business,Wednesday,0,15,46387,20,75,Positive,832,141,37,2.177
LinkedIn,Carousel,Travel,Saturday,1,23,18467,11,461,Positive,439,77,7,2.83
Instagram,Reel,Travel,Wednesday,0,0,220532,19,274,Neutral,7027,1079,1134,4.19
Facebook,Reel,Entertainment,Friday,0,7,272207,29,407,Neutral,2112,408,232,1.011
TikTok,Video,Fitness,Sunday,1,21,254090,28,337,Positive,7638,1192,183,3.547
Facebook,Reel,Tech,Sunday,1,11,391587,24,141,Positive,7420,560,2307,2.627
TikTok,Video,Fashion,Thursday,0,13,229192,18,66,Positive,12480,766,1949,6.63
Twitter,Carousel,Food,Friday,0,0,295149,0,312,Neutral,4238,281,879,1.829
Facebook,Image,Tech,Sunday,1,18,408212,15,503,Negative,6338,725,554,1.866
Twitter,Carousel,Fashion,Saturday,1,6,328817,25,495,Neutral,2057,311,397,0.841
LinkedIn,Story,Business,Wednesday,0,23,455470,26,172,Positive,5520,728,1167,1.628
TikTok,Carousel,Tech,Monday,0,8,111187,23,517,Neutral,2020,317,360,2.426
LinkedIn,Reel,Fashion,Monday,0,4,393495,30,220,Positive,2087,282,602,0.755
YouTube,Image,Travel,Sunday,1,14,348522,16,341,Positive,8450,632,2566,3.342
YouTube,Text,Tech,Thursday,0,11,291599,3,201,Positive,4326,370,398,1.747
TikTok,Carousel,Fashion,Wednesday,0,11,2370,15,318,Neutral,88,18,13,5.025
LinkedIn,Reel,Entertainment,Wednesday,0,22,270954,9,322,Neutral,10684,1286,3228,5.609
Facebook,Story,Fitness,Tuesday,0,8,429304,25,421,Neutral,4016,447,951,1.261
Twitter,Text,Entertainment,Saturday,1,9,322485,24,288,Neutral,2072,178,472,0.844
Instagram,Image,Food,Friday,0,14,3047,13,321,Neutral,68,13,6,2.861
Twitter,Carousel,Fitness,Sunday,1,4,144271,12,394,Negative,1384,142,423,1.351
YouTube,Image,Fashion,Wednesday,0,19,284888,4,256,Negative,5888,825,480,2.525
Twitter,Carousel,Food,Thursday,0,5,406017,1,319,Positive,5806,382,860,1.736
Instagram,Image,Fashion,Monday,0,5,222739,9,60,Negative,3448,267,996,2.115
LinkedIn,Text,Business,Sunday,1,0,428495,7,523,Positive,4738,703,339,1.349
YouTube,Video,Fashion,Thursday,0,8,398031,8,84,Positive,14500,2182,2543,4.83
YouTube,Video,Fashion,Thursday,0,13,133974,30,525,Neutral,711,110,110,0.695
Facebook,Image,Travel,Wednesday,0,16,97879,21,458,Positive,1494,130,154,1.817
Twitter,Story,Travel,Tuesday,0,21,451457,17,569,Neutral,6738,1200,143,1.79
LinkedIn,Story,Food,Sunday,1,18,294808,5,24,Positive,8867,1241,1617,3.977
Facebook,Reel,Food,Thursday,0,7,424441,26,138,Neutral,6314,1200,652,1.924
Facebook,Image,Food,Friday,0,19,461107,19,40,Negative,5317,475,1364,1.552
Facebook,Carousel,Entertainment,Monday,0,4,212531,15,256,Negative,2372,276,404,1.436
YouTube,Story,Fitness,Tuesday,0,5,23343,14,543,Positive,336,35,48,1.794
TikTok,Text,Entertainment,Saturday,1,8,454545,17,462,Neutral,5711,1004,1285,1.76
YouTube,Image,Entertainment,Monday,0,12,291995,26,425,Neutral,3051,454,136,1.247
TikTok,Image,Fitness,Monday,0,4,60659,22,510,Neutral,1244,152,144,2.538
YouTube,Video,Business,Saturday,1,21,265132,15,12,Neutral,6492,469,2125,3.427
Instagram,Story,Tech,Wednesday,0,6,14479,20,474,Negative,221,18,27,1.836
YouTube,Video,Entertainment,Tuesday,0,9,145254,28,194,Neutral,1647,112,270,1.397
Instagram,Story,Travel,Thursday,0,14,174259,10,417,Positive,4252,767,674,3.267
Twitter,Reel,Fitness,Tuesday,0,10,227449,27,460,Negative,1326,135,243,0.749
LinkedIn,Story,Fashion,Monday,0,9,282935,18,414,Negative,2467,184,325,1.052
Twitter,Reel,Tech,Monday,0,23,419777,5,256,Positive,8622,871,708,2.43
Instagram,Video,Entertainment,Monday,0,10,176045,29,370,Neutral,1824,142,492,1.396
Facebook,Reel,Travel,Tuesday,0,2,367796,21,286,Negative,3447,639,236,1.175
TikTok,Video,Tech,Friday,0,17,471062,11,380,Neutral,17387,1709,1876,4.452
Facebook,Video,Fitness,Wednesday,0,16,374384,6,280,Neutral,12829,2168,128,4.04
Facebook,Video,Tech,Monday,0,5,127727,28,242,Negative,483,80,117,0.532
YouTube,Image,Travel,Monday,0,20,339027,25,129,Negative,4286,589,651,1.63
Instagram,Image,Fitness,Thursday,0,9,140966,1,238,Neutral,3952,464,339,3.373
YouTube,Video,Business,Saturday,1,3,239217,19,435,Positive,5203,882,1343,3.105
YouTube,Image,Travel,Wednesday,0,4,317596,3,523,Neutral,3037,471,459,1.249
LinkedIn,Carousel,Food,Monday,0,17,146967,9,70,Negative,2479,161,508,2.142
Instagram,Image,Business,Tuesday,0,5,2430,17,117,Positive,55,10,5,2.883
Instagram,Image,Fashion,Thursday,0,11,418663,7,309,Neutral,13173,1412,1680,3.885
Facebook,Story,Tech,Tuesday,0,17,363914,15,424,Neutral,3818,459,1102,1.478
LinkedIn,Image,Fashion,Sunday,1,20,62006,13,110,Positive,1806,200,202,3.561
Instagram,Image,Business,Saturday,1,11,189046,18,201,Neutral,4857,775,909,3.46
Twitter,Image,Travel,Wednesday,0,21,131215,24,37,Negative,1424,151,154,1.318
Instagram,Image,Tech,Sunday,1,7,488885,4,41,Positive,16098,1844,3158,4.316
LinkedIn,Text,Fashion,Wednesday,0,20,470933,24,94,Neutral,3589,286,1206,1.079
Instagram,Reel,Tech,Monday,0,6,345863,6,440,Negative,9052,982,684,3.099
TikTok,Reel,Business,Sunday,1,1,220665,1,522,Positive,7713,613,1114,4.278
Instagram,Text,Travel,Sunday,1,17,26581,13,304,Neutral,584,105,88,2.924
Facebook,Image,Tech,Wednesday,0,18,123836,9,113,Positive,2786,314,662,3.038
Facebook,Reel,Fashion,Friday,0,22,46767,5,553,Neutral,1325,246,110,3.595
TikTok,Image,Fitness,Tuesday,0,22,394851,13,174,Neutral,13137,1835,518,3.923
Instagram,Text,Fitness,Friday,0,2,44539,26,101,Positive,423,71,75,1.278
Twitter,Carousel,Business,Friday,0,14,338916,18,91,Positive,7002,1204,108,2.453
LinkedIn,Story,Tech,Friday,0,16,476334,22,218,Neutral,6805,671,1603,1.906
LinkedIn,Video,Tech,Thursday,0,14,154313,4,443,Negative,2866,380,312,2.306
TikTok,Text,Tech,Friday,0,0,342183,2,244,Positive,7567,540,1885,2.92
TikTok,Carousel,Food,Thursday,0,1,439618,10,272,Negative,6257,527,1995,1.997
Twitter,Text,Business,Saturday,1,16,214089,24,210,Positive,1191,123,103,0.662
TikTok,Story,Fitness,Tuesday,0,20,224697,27,566,Neutral,3362,549,729,2.065
Facebook,Reel,Fashion,Thursday,0,4,100641,3,413,Neutral,1684,266,51,1.988
YouTube,Carousel,Fitness,Wednesday,0,1,214040,14,401,Neutral,3394,359,990,2.216
LinkedIn,Carousel,Fitness,Thursday,0,9,436883,12,268,Positive,8565,1446,1562,2.649
TikTok,Reel,Fashion,Monday,0,7,331842,23,323,Negative,6778,586,723,2.437
YouTube,Carousel,Business,Wednesday,0,23,101177,6,532,Positive,3444,218,649,4.261
TikTok,Video,Food,Sunday,1,22,263507,15,397,Negative,12574,957,3731,6.551
YouTube,Carousel,Tech,Monday,0,13,353486,26,490,Neutral,3764,518,490,1.35
LinkedIn,Image,Food,Friday,0,22,39131,14,33,Neutral,983,135,234,3.455
Instagram,Video,Business,Friday,0,5,381780,24,517,Positive,6382,592,704,2.011
Twitter,Carousel,Fitness,Thursday,0,23,101023,19,570,Neutral,1283,92,439,1.796
Facebook,Reel,Fashion,Monday,0,10,147680,18,404,Negative,3292,451,481,2.86
YouTube,Reel,Business,Monday,0,11,208464,8,574,Negative,4252,790,951,2.875
Facebook,Video,Food,Tuesday,0,1,252704,30,344,Negative,760,54,131,0.374
Facebook,Carousel,Travel,Monday,0,4,458048,7,172,Positive,8703,1280,373,2.261
Facebook,Image,Tech,Monday,0,4,111883,28,367,Neutral,468,64,35,0.507
LinkedIn,Reel,Entertainment,Tuesday,0,11,128295,30,380,Neutral,834,108,161,0.86
LinkedIn,Video,Business,Tuesday,0,4,189775,15,95,Negative,2688,200,767,1.926
YouTube,Reel,Fashion,Saturday,1,2,428709,26,129,Negative,3944,782,766,1.281
Twitter,Story,Travel,Friday,0,14,482584,22,181,Negative,5045,593,433,1.258
Facebook,Reel,Business,Monday,0,20,227519,22,333,Positive,5930,749,1648,3.66
Instagram,Video,Travel,Friday,0,1,346722,2,97,Positive,10485,1797,918,3.807
Instagram,Story,Fashion,Monday,0,13,458672,4,464,Negative,2036,363,298,0.588
Twitter,Reel,Entertainment,Wednesday,0,23,423383,2,74,Negative,8009,1157,263,2.227
YouTube,Text,Fashion,Monday,0,9,340793,0,564,Neutral,3995,684,467,1.51
LinkedIn,Story,Food,Monday,0,4,270529,25,408,Positive,1890,151,375,0.893
YouTube,Story,Food,Monday,0,1,492181,5,210,Positive,9075,1366,392,2.201
Instagram,Image,Entertainment,Thursday,0,22,119900,0,229,Negative,2765,271,235,2.728
Instagram,Story,Travel,Thursday,0,9,181700,29,419,Neutral,1205,209,116,0.842
YouTube,Reel,Business,Wednesday,0,2,356583,8,62,Neutral,8416,894,960,2.88
Instagram,Video,Entertainment,Friday,0,20,10936,25,432,Negative,254,18,47,2.92
Instagram,Video,Entertainment,Saturday,1,19,250533,29,335,Positive,3698,443,699,1.932
Twitter,Reel,Business,Saturday,1,16,427290,16,140,Negative,8026,1424,1877,2.651
YouTube,Video,Entertainment,Friday,0,2,88836,28,539,Positive,803,99,92,1.119
TikTok,Carousel,Entertainment,Thursday,0,1,401650,30,381,Negative,1914,300,164,0.592
Instagram,Reel,Entertainment,Thursday,0,5,206508,4,106,Negative,4576,341,1460,3.088
YouTube,Text,Fitness,Tuesday,0,3,430325,4,396,Neutral,3635,335,979,1.15
YouTube,Story,Tech,Thursday,0,12,317602,11,252,Positive,9118,1198,943,3.545
